price,timestamp,block_number,feed,time_delta,price_delta
94309.17607580761,2025-01-09 15:55:34,12574534,Eoracle,1561.0,1.0084958221831641
94424.43207758,2025-01-09 16:09:37,12574792,Redstone,1239.0,0.46784584410475283
94042.92000000001,2025-01-09 16:23:12,12575053,Api3,86215.0,-0.9960359112990314
93952.16428892,2025-01-09 16:24:20,12575054,Redstone,883.0,-0.5001542273211479
93565.80932943,2025-01-09 17:35:36,12576286,Chainlink,6335.0,-0.5095966080012504
93464.81686816,2025-01-09 17:35:54,12576292,Redstone,4294.0,-0.518718673964047
93340.19773502386,2025-01-09 17:47:32,12576499,Eoracle,6718.0,-1.0274486334234
93066.106085,2025-01-09 17:47:35,12576500,Chainlink,719.0,-0.5340660739337255
92952.03399921,2025-01-09 17:48:36,12576519,Redstone,762.0,-0.5486373227193142
92428.24179698,2025-01-09 17:51:46,12576583,Redstone,190.0,-0.5635080586127383
92524.28385645,2025-01-09 17:52:07,12576590,Chainlink,272.0,-0.5821907151193684
92403.01957450608,2025-01-09 17:54:34,12576636,Eoracle,422.0,-1.0040456129932984
92755.77387316,2025-01-09 17:58:37,12576711,Redstone,411.0,0.3543636336818201
92722.51250214908,2025-01-09 18:00:03,12576739,Eoracle,329.0,0.34576026748280864
93054.59516,2025-01-09 18:37:06,12577396,Chainlink,2699.0,0.5731590469511438
93144.23648116,2025-01-09 19:17:09,12578106,Redstone,4712.0,0.4188015384694044
92794.698645,2025-01-09 19:23:29,12578221,Redstone,380.0,-0.3752651257501016
92551.3328,2025-01-09 19:46:09,12578631,Chainlink,4143.0,-0.5408248342112176
92318.62622619,2025-01-09 19:48:28,12578674,Redstone,1499.0,-0.5130383801679073
92076.22512,2025-01-09 19:51:08,12578727,Chainlink,299.0,-0.5133450439084308
91865.48714071,2025-01-09 19:59:56,12578891,Redstone,688.0,-0.49084253525367716
92221.55040315,2025-01-09 20:06:48,12579019,Redstone,412.0,0.3875919820624407
92103.0472837,2025-01-09 20:08:26,12579049,Redstone,98.0,-0.12849829452222794
91761.3404,2025-01-09 20:13:27,12579153,Redstone,301.0,-0.37100497082084294
91606.02105,2025-01-09 20:18:06,12579245,Chainlink,1618.0,-0.5106682744510871
91285.75698275,2025-01-09 20:21:57,12579318,Redstone,510.0,-0.5182829884315843
91261.3987365,2025-01-09 20:38:45,12579638,Redstone,1008.0,-0.026683512362823958
91584.82039928,2025-01-09 20:43:46,12579730,Redstone,301.0,0.35439042931373343
91733.0,2025-01-09 20:52:22,12579887,Eoracle,10339.0,-1.0671761101449295
92058.726446,2025-01-09 20:58:20,12579995,Redstone,874.0,0.5174504297261517
92111.285,2025-01-09 21:06:42,12580140,Chainlink,2916.0,0.5515619434275143
91599.9101475,2025-01-09 22:13:39,12581231,Redstone,4519.0,-0.4983952268437397
91613.29461175,2025-01-09 22:14:17,12581243,Chainlink,4055.0,-0.5406399316327026
92018.39724,2025-01-09 22:29:35,12581480,Redstone,956.0,0.45686408624869834
92182.55290317,2025-01-09 22:30:45,12581503,Chainlink,988.0,0.6213708325112366
